EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,CLASE
0,0,1,-1,1,6,12,4,O
1,1,4,5,5,-1,10,7,O
-2,-2,1,-5,-9,-3,-15,-3,O
0,-3,-1,0,7,19,4,-2,O
-1,-2,-3,-2,-7,-29,-16,-5,O
-2,-2,-2,-2,2,1,-4,-3,O
0,0,1,1,-2,1,11,2,O
-1,-5,-2,0,-3,0,6,4,O
-3,1,1,0,4,11,5,-2,O
0,0,1,2,-1,2,1,7,O
-1,1,-2,-2,0,-7,-10,-3,O
-2,-2,-3,-3,-3,-2,-4,-1,O
-2,-1,1,0,6,8,10,1,O
-3,-3,-3,-4,-8,-13,-37,-17,O
1,0,-1,1,3,5,21,5,O
-1,0,-1,2,-1,2,19,5,O
2,0,3,-3,-6,-3,-9,2,O
-2,5,-2,-5,-6,-11,1,-2,O
-2,-9,-7,0,0,0,-9,-4,O
-4,-2,1,-1,-1,-10,-24,-7,O
-1,-2,-3,-2,3,19,24,1,O
0,-2,0,-1,-1,1,0,0,O
-5,2,3,-2,-5,-7,5,0,O
1,1,-1,-2,1,9,8,1,O
0,0,-1,1,-3,-14,-14,-2,O
0,0,0,0,-3,1,13,1,O
-3,-1,-3,-2,1,-1,-2,-1,O
0,-1,3,2,2,4,-2,-3,O
-1,-2,-9,-2,2,8,1,3,O
-1,-5,-6,-5,-2,4,-3,-5,O
2,1,-1,0,-6,-19,-11,-8,O
-2,0,-1,-2,0,5,7,5,O
-1,-1,0,-2,-2,-12,-15,-8,O
-4,-4,-3,2,-2,-5,5,1,O
3,2,0,1,8,15,13,8,O
-2,-2,1,-3,-6,-9,-27,-14,O
0,-1,-1,2,6,6,19,8,O
-3,-4,0,0,2,6,-7,-3,O
1,3,-1,-5,-4,-2,7,2,O
3,0,-1,0,-1,-8,-2,2,O
0,0,-2,-2,-2,5,11,2,O
2,-1,-2,-1,-1,-8,-4,-1,O
-3,-1,0,1,1,4,4,2,O
-2,0,-3,-2,-1,-13,-13,-5,O
1,-2,-2,-3,-5,0,-9,-3,O
0,-2,0,0,-2,-4,18,8,O
-2,-4,1,1,2,-6,-2,2,O
-2,-3,-2,-2,-2,6,5,3,O
-1,5,5,1,-1,2,-8,-10,O
-2,-6,-6,2,7,0,-1,1,O
-1,2,0,-3,-2,3,-7,-2,O
0,-5,-2,-2,-4,-4,16,4,O
-1,1,-1,0,0,5,-4,2,O
1,2,-1,-5,-5,-10,-6,-4,O
-4,-3,0,-1,-8,-3,9,-2,O
-1,0,-5,1,-1,-4,1,-2,O
-2,-3,-1,-2,-4,-5,1,1,O
1,1,0,1,5,10,11,2,O
3,1,0,-1,-2,-8,-24,-10,O
0,-2,0,-3,-4,-7,-3,0,O
-2,-2,-1,-1,-2,4,3,2,O
-5,-2,0,-1,-1,-3,-4,-3,O
0,-3,-1,-2,0,2,-3,4,O
-2,-3,-1,-1,-3,-4,5,-6,O
2,2,1,-1,0,-2,-3,0,P
1,-2,-5,-5,0,3,0,-2,P
-3,-3,-7,-2,-2,0,1,1,P
-1,0,4,2,2,22,5,-5,P
-1,-3,-5,-3,-8,-31,-11,2,P
7,-6,16,3,2,5,2,0,P
7,17,3,-1,3,5,1,3,P
-9,-8,-16,-2,-8,-24,-7,-5,P
0,-1,-7,-5,2,19,3,-2,P
-6,-5,-1,-3,-6,-20,-4,1,P
-10,-5,5,1,7,14,2,-2,P
0,1,5,0,-1,-2,-2,-1,P
11,6,-2,0,5,27,7,2,P
-11,-6,-8,-4,-10,-19,-13,-6,P
5,5,-8,-1,-4,-5,1,1,P
-8,-5,13,2,-1,-12,-4,0,P
13,-1,-2,2,-1,6,-1,6,P
-12,-1,-2,1,5,15,6,-2,P
-8,-1,-7,-7,-5,-15,-13,-10,P
-3,1,4,1,1,8,2,-3,P
5,1,3,0,4,3,8,0,P
7,7,8,2,-2,-30,-10,4,P
7,-8,-5,1,-1,4,4,1,P
5,-4,-8,-6,-2,-6,-3,-4,P
-12,-3,4,-5,-2,-2,-6,-7,P
4,-3,-14,-4,0,2,-2,0,P
-2,1,2,0,5,8,1,2,P
0,1,-1,-1,-1,14,4,-1,P
4,-2,1,-2,-2,-27,-11,0,P
1,-1,0,-1,-1,0,-3,-2,P
4,13,-3,0,-1,4,6,1,P
-1,-10,2,1,2,-8,-1,-3,P
-8,1,1,1,1,7,2,-1,P
1,-5,0,-2,-3,5,3,6,P
-4,-5,-4,-2,-4,0,0,-4,P
-10,2,1,-1,-9,-34,-19,-10,P
-7,-1,-9,-4,-3,4,3,1,P
-4,-7,1,3,-2,-3,0,1,P
-6,-3,2,-1,-2,-7,-4,-3,P
2,2,-3,-1,3,10,-3,-2,P
5,-4,0,-1,0,0,3,-3,P
3,6,0,-4,-1,5,0,1,P
12,0,1,1,2,19,9,2,P
0,-7,-3,2,3,-14,-5,1,P
18,-2,3,0,3,8,-2,5,P
6,4,-5,1,-5,-12,1,-1,P
5,-4,-21,-7,-2,-4,-6,-3,P
-3,0,7,-2,0,5,6,-5,P
-2,3,6,2,-3,12,6,6,P
-7,1,5,1,1,-30,-5,0,P
7,-1,-34,-16,-6,-11,-6,-2,P
0,-2,12,9,7,29,2,-1,P
-9,-2,3,1,-11,-33,-11,-12,P
7,5,12,5,4,10,1,5,P
-8,3,8,4,-2,-20,-8,-2,P
-2,-1,-15,-10,-7,0,0,4,P
-7,-4,-6,-1,3,12,6,-2,P
-8,0,-1,-3,-2,9,0,-7,P
6,-4,6,2,5,-7,-2,3,P
-17,-6,-8,-6,-9,-3,-9,-2,P
3,6,4,1,0,1,-1,4,P
-2,2,-8,-3,-4,-1,-4,-6,P
-2,-7,7,3,4,19,9,0,P
13,5,2,-1,-9,-20,-5,2,P
10,-4,-8,-2,-1,-9,-5,-4,P
5,-1,3,0,4,28,5,-5,P
-8,-4,-8,-1,-3,-11,-8,-5,P
-11,-9,-11,-3,-1,-2,6,2,P
-11,-1,-9,-2,6,10,1,1,P
-32,-2,16,5,-1,9,2,-2,P
-29,0,2,0,-6,-10,-5,-3,P
-24,2,-6,-1,0,2,1,2,P
-9,1,-2,-2,0,5,-2,4,P
-22,0,-3,-1,6,4,4,-7,P
9,-2,-1,0,1,-10,-3,2,P
0,-4,-4,-3,-2,-12,-14,-6,P
2,2,-2,1,4,15,7,0,P
8,-1,-1,-3,-9,-27,-13,0,P
0,-1,5,0,-1,-1,2,-2,P
12,3,1,1,2,14,10,0,P
8,-3,-1,-1,-2,-6,-3,-1,P
7,-6,-6,-4,-1,-7,-6,-2,P
2,1,5,2,4,14,4,1,P
12,3,1,1,-1,5,3,3,P
1,-4,0,-1,-3,-5,-2,-2,P
11,0,-5,-4,-5,0,0,2,P
13,-3,2,-1,-5,-11,-4,-3,P
18,0,3,0,0,-2,1,0,P
10,4,5,-1,-6,-15,-7,-3,P
8,-8,-13,1,0,-8,0,0,P
-12,1,0,-7,2,13,1,-4,P
0,-12,-5,3,-5,0,-1,1,P
-7,-2,0,-1,0,0,-3,-1,P
3,-1,2,-1,2,6,3,0,P
-14,1,5,0,-3,-2,0,0,P
7,4,-5,-4,3,-5,2,1,P
3,-9,-4,-2,3,21,5,0,P
19,4,1,-3,-9,-29,-10,0,P
25,0,1,-1,-2,2,-2,-3,P
8,-4,-2,-4,-1,-7,-2,-2,P
12,2,32,0,-2,-13,12,10,R
0,-4,-4,6,9,10,-15,-5,R
0,1,-2,-1,-3,-5,-2,-5,R
3,-1,-2,-4,-3,1,10,9,R
-8,1,-6,-3,-2,2,-5,2,R
5,0,-1,-6,-7,-22,-6,1,R
0,5,5,0,1,-5,-9,-2,R
-14,-8,-5,4,8,26,14,-7,R
1,-2,-9,-2,-1,-12,0,-2,R
-5,-3,1,4,5,5,3,5,R
0,-3,-6,0,-5,-19,-6,-5,R
-1,4,2,-9,-4,10,8,2,R
0,2,8,3,3,14,5,-6,R
5,-14,-7,-2,-1,-13,2,6,R
4,26,8,1,0,6,3,5,R
2,-4,-17,-3,-10,-9,0,1,R
-12,-11,4,2,-1,-1,0,2,R
-7,2,-16,-6,0,17,17,0,R
2,-19,-6,0,0,-9,15,-1,R
1,-1,9,11,11,-1,-31,-3,R
-4,2,-5,-4,-1,-8,4,-7,R
-3,1,-3,-2,0,5,-25,-3,R
-4,-5,-3,-1,-4,0,-9,-6,R
1,0,1,-4,-1,4,9,7,R
-5,-17,3,-5,-3,1,6,5,R
6,14,3,7,2,-10,-5,-6,R
1,1,-1,-8,-10,-20,-15,4,R
-3,-1,-4,-5,-7,-8,-6,-8,R
2,0,-1,-2,-4,3,11,0,R
-3,-13,-6,1,-3,-2,19,3,R
4,16,17,8,14,21,13,1,R
4,2,-8,1,7,18,-17,4,R
-10,-5,-25,-2,2,-2,-7,-3,R
1,5,0,-2,-1,-7,-3,-4,R
-1,-6,1,4,2,7,15,3,R
-4,-4,-5,-1,-2,-4,-2,-6,R
0,2,4,2,3,7,-2,-8,R
7,0,-1,-2,-9,-47,-28,-4,R
2,-2,-10,0,5,52,39,4,R
1,10,8,0,-2,2,3,-1,R
-2,-5,2,0,-3,-7,7,10,R
-10,-8,-7,-5,-6,-7,-37,-23,R
-2,-6,2,0,5,10,-1,-1,R
-11,1,1,5,3,-2,9,10,R
0,12,10,3,3,8,24,7,R
-3,-5,-1,-7,-6,1,-11,-3,R
1,-22,-3,1,3,-19,-25,3,R
-4,20,5,-4,-7,3,4,-14,R
9,5,2,2,1,2,-4,12,R
-20,-3,-28,-8,1,26,43,5,R
-4,-1,-10,-8,-7,-19,-14,-5,R
2,-18,-8,-3,-1,-17,-16,3,R
-1,2,11,7,0,-12,-3,-10,R
-1,-2,9,-1,1,18,-2,2,R
-1,3,-3,-1,-1,-29,-22,0,R
-2,-9,8,-1,0,20,26,-6,R
-32,-2,-11,-4,0,1,1,-6,R
20,0,4,3,2,11,21,-9,R
6,6,-2,-3,-6,-9,-28,10,R
4,-2,6,5,-7,-38,-30,-2,R
1,-2,-2,-2,3,11,-2,-30,R
-2,-4,6,2,1,9,10,18,R
-8,-2,-3,-3,-6,2,7,-10,R
-11,-12,-4,1,3,-7,5,3,R
13,4,0,-2,-10,-13,-10,10,R
-3,-13,-13,1,1,2,-1,-2,R
3,29,-14,1,2,-3,7,-8,R
-7,-11,-6,-4,-6,-3,0,-4,R
-1,-1,-5,-1,5,3,-28,-9,R
2,3,0,-1,1,5,0,2,R
-7,-13,7,-3,-9,-15,-10,-1,R
6,-2,4,2,6,27,14,-5,R
8,8,-6,-4,-7,-18,-13,7,R
-3,2,5,-1,-1,-14,-10,-1,R
-4,-2,6,1,2,10,9,-9,R
4,2,-5,-1,-4,-16,-19,-15,R
-8,-8,2,0,0,10,8,1,R
-6,10,9,4,3,-13,13,-9,R
-12,-10,-2,-1,0,9,-4,7,R
10,4,-5,-3,0,0,4,9,R
-3,-7,-1,-1,-2,-11,-15,-4,R
3,2,17,4,3,15,9,3,R
-6,-5,-10,-4,-5,-21,-5,-10,R
0,-2,-1,0,1,18,15,11,R
0,-7,-1,-1,0,6,-6,-3,R
1,9,0,-5,-7,-15,1,10,R
7,-3,6,1,0,11,-16,-6,R
-4,-3,13,-5,-5,-10,-19,-4,R
3,5,-4,1,-4,-35,3,3,R
0,-10,-7,1,9,33,13,1,R
2,-2,-1,-1,0,6,19,2,R
4,5,-5,1,2,3,11,8,R
-18,-7,-6,-8,-5,-6,-1,-24,R
-2,4,0,-1,2,12,-11,-4,R
4,1,-2,0,-8,-22,-5,5,R
-4,-11,0,7,14,33,19,1,R
15,4,10,2,-2,-7,-1,-1,R
8,2,-24,-12,-9,-8,-18,6,R
0,2,9,-1,-2,-2,16,1,R
1,2,-5,5,5,7,-8,-10,R
4,3,-2,3,12,16,3,-1,S
-17,-4,-7,-12,-25,-24,5,-6,S
1,-5,5,2,1,-6,-2,-2,S
12,-1,-4,-5,-5,-10,-34,1,S
0,-2,3,3,6,14,17,2,S
4,1,-3,-4,-6,-5,-6,-6,S
-18,-6,-7,-7,-5,2,23,-4,S
-4,10,15,2,1,-1,-7,-7,S
14,0,-10,-6,-7,-6,4,19,S
14,-8,-5,3,8,5,1,5,S
21,-3,-10,-3,-5,-8,-56,3,S
-17,-5,-2,5,9,8,13,-12,S
-13,1,-2,-9,-9,-10,6,-11,S
2,3,2,2,3,9,13,6,S
-12,4,6,7,4,-11,-56,-11,S
30,0,-6,-12,-13,-2,15,15,S
-8,-3,-3,0,-4,-5,-26,-3,S
0,-2,5,4,3,2,18,0,S
-3,0,1,-3,-6,8,34,4,S
-24,-1,-3,0,4,16,-2,-21,S
0,-3,2,-3,-17,-28,-35,10,S
-1,-4,-2,-4,4,-7,-2,0,S
2,1,0,1,-3,-4,38,4,S
-10,3,0,-1,5,-1,-30,-17,S
10,-4,-3,0,3,5,-31,2,S
36,-1,2,4,3,6,30,-8,S
-6,-2,-1,-2,0,4,-3,6,S
16,1,-5,-4,-6,-9,-22,1,S
-23,3,8,-1,-1,0,2,-7,S
-6,0,-1,5,4,-1,-21,-9,S
0,-3,-3,-5,-3,5,16,-6,S
25,-2,-3,-3,0,-11,-54,-1,S
-23,-6,-4,0,1,9,37,-4,S
-9,-4,-4,0,-3,-9,-16,-1,S
-37,-2,-1,0,3,10,-16,-22,S
12,20,6,4,3,2,50,26,S
22,-9,-1,-1,-1,5,50,11,S
-1,-1,0,0,2,-15,-49,8,S
3,3,-5,2,0,4,44,2,S
-11,-11,-2,-1,4,22,-10,-10,S
-13,3,-4,-6,-14,-34,0,-5,S
-7,0,0,-8,-6,6,35,-4,S
3,-2,-1,5,6,-3,-21,5,S
16,0,0,2,-3,-4,-7,-5,S
-11,0,2,5,5,7,0,12,S
-24,-6,-2,-5,-2,-5,-26,-15,S
22,-1,1,-7,-8,-9,-21,3,S
2,1,3,5,13,11,13,8,S
0,3,-5,-9,-13,-4,-18,14,S
-20,-2,-4,-9,-28,-32,-44,-22,S
-8,-8,-7,-4,-4,-5,-30,9,S
4,-8,-4,-6,-7,14,59,2,S
13,2,2,3,9,-8,-9,-1,S
-23,1,1,-1,7,18,46,6,S
5,3,2,-2,1,-3,6,-4,S
-14,-9,-4,-2,-9,-9,-14,-10,S
-1,-1,-4,-2,1,15,-12,4,S
8,0,-1,-2,0,10,27,-13,S
1,-5,-5,-4,-2,-13,-9,2,S
-4,-2,1,-5,-6,-11,16,10,S
-2,4,-4,3,2,0,-44,-22,S
22,2,10,4,10,11,23,26,S
10,5,1,2,2,3,-11,-8,S
-15,-9,-6,3,2,10,16,-3,S
-10,-8,-8,-8,-9,-13,1,-8,S
-11,0,0,-6,-4,5,13,-3,S
22,3,0,1,3,-3,-26,6,S
-26,-5,0,-6,-11,-17,13,-3,S
15,3,2,-2,-6,-7,-89,-4,S
-14,-4,-8,-6,-3,-5,-10,-17,S
-2,3,6,3,0,10,50,10,S
12,6,6,-2,3,-3,6,-4,S
-15,-16,-15,-1,7,19,8,0,S
2,2,-1,-3,-5,-27,-4,15,S
2,-3,-5,3,2,0,6,2,S
-12,-2,-1,3,3,9,-33,-11,S
-3,4,-2,-4,-5,-12,60,-3,S
3,1,8,2,-5,-3,-17,-1,S
-18,-4,-1,-4,-1,0,14,-7,S
4,0,-1,0,-4,-7,-21,1,S
-12,2,8,3,5,0,7,-15,S
25,-2,-7,2,6,9,6,9,S
-32,1,1,1,-4,-4,-40,-20,S
11,-3,-9,-1,-7,-16,22,3,S
6,-2,-3,2,8,9,18,1,S
-17,8,3,0,1,2,-3,-1,S
26,-3,0,2,7,16,-5,6,S
-20,-9,-11,-4,-1,-9,-13,-16,S
-8,-2,7,3,1,-15,-30,-21,S
13,1,-7,-7,-18,-22,13,5,S
-6,0,3,-4,-3,-4,-16,-5,S
-31,-2,0,-1,1,7,38,-5,S
24,5,7,1,4,9,-27,16,S
0,-13,-16,-7,-7,1,24,8,S
-38,-1,-2,-2,-3,-2,11,-21,S
0,0,3,-3,-4,-1,17,9,S
25,3,-4,-3,-3,3,25,13,S
-36,-4,7,4,11,10,-41,-12,S
24,2,-6,-5,-11,0,41,8,S
-9,2,19,4,4,5,-43,-8,S
5,-1,-6,4,10,-12,6,5,T
-2,-10,-11,-8,-5,0,0,0,T
3,0,13,-1,0,1,-8,-13,T
6,0,2,4,-6,-8,8,2,T
-1,2,3,7,5,21,-6,-8,T
6,9,6,2,1,-21,-6,2,T
-5,-8,-22,-9,-1,0,12,13,T
-3,1,1,-2,-2,0,-22,-13,T
18,-3,0,-2,3,6,24,25,T
-2,22,-1,-1,-2,9,0,-12,T
5,-16,11,3,-1,-21,-2,3,T
-9,1,-1,-1,1,-1,-2,-11,T
-9,-1,-8,0,-7,-3,-6,-9,T
-5,-8,-5,-4,4,18,5,0,T
-5,-2,-5,-3,-3,-6,0,5,T
10,-3,4,1,13,28,6,-1,T
-4,4,4,-10,-25,-61,-26,-5,T
-1,-9,-36,-2,-1,6,-10,3,T
-22,-9,6,6,2,0,-1,-22,T
-1,-2,-6,-6,-5,-3,8,7,T
4,4,12,9,9,20,5,3,T
-3,-9,5,3,3,-2,-1,6,T
-5,9,-3,-1,2,-3,-12,-22,T
16,0,-7,1,-3,0,6,27,T
0,-11,-10,-2,1,1,-7,-17,T
-15,-3,1,-2,-2,-6,-2,-17,T
10,21,16,3,1,0,4,15,T
-6,-25,-18,-8,-2,4,1,5,T
1,6,5,2,2,45,4,-3,T
4,-6,-11,-5,-8,-40,-6,6,T
-14,-12,-6,-4,4,13,6,-2,T
-14,12,9,1,-5,-8,-6,-3,T
13,2,7,3,4,1,-5,4,T
-2,-3,3,2,10,31,17,10,T
1,3,0,0,-1,-13,4,-7,T
-11,-1,-12,-7,1,12,4,1,T
20,-5,1,4,-1,-21,-6,12,T
-3,9,-9,1,-2,-1,-8,0,T
-4,6,12,1,0,-3,-9,-12,T
19,-10,-23,-5,-6,-1,1,-4,T
-10,-1,11,-4,0,4,-3,-2,T
7,-1,-2,0,-5,-15,-7,-10,T
-7,-2,-8,-4,-1,2,-4,0,T
-7,9,17,5,5,-2,-4,-23,T
-1,-2,-17,-4,-7,-8,10,16,T
-7,-1,5,-1,2,21,1,0,T
6,-11,-11,2,-1,-23,-5,5,T
0,18,14,0,-6,-2,-15,-7,T
-10,-26,-5,-7,-4,7,6,-11,T
-2,-5,8,-4,-10,-10,10,13,T
-2,-5,-10,-3,-7,-5,-13,-9,T
7,-1,3,-2,-2,-2,5,8,T
-10,17,-8,-3,-3,-15,-12,-4,T
14,2,5,-4,6,7,5,7,T
3,-13,-12,-8,-11,7,0,3,T
1,2,-18,11,18,26,7,10,T
-5,2,1,-5,-18,-50,-8,-10,T
10,-2,-1,-1,4,12,-4,-11,T
-3,0,0,-4,0,-7,8,-5,T
-3,-5,4,1,7,34,6,-4,T
7,2,-1,-1,0,-12,-7,-20,T
7,-1,0,3,2,-2,-3,16,T
-7,-2,1,-2,-9,4,-2,3,T
8,-3,-2,1,2,-12,3,6,T
-27,-11,-4,3,1,6,-7,-13,T
7,24,-5,-11,-15,-6,-3,4,T
-10,-28,-8,-7,1,7,2,-10,T
-10,-3,9,5,1,-14,-3,-4,T
6,7,3,-1,8,20,0,13,T
-11,-7,-6,2,-5,-11,-3,-4,T
-2,14,8,5,4,23,11,-12,T
4,1,2,-4,-6,-32,-12,-3,T
-2,0,-5,-2,7,9,-1,-1,T
-2,-3,-2,0,1,2,-6,-14,T
-1,2,-6,-1,-1,11,10,19,T
9,-3,16,-2,-11,-19,5,15,T
-4,-3,0,-3,-6,3,4,4,T
-17,-2,3,7,13,-1,-21,-37,T
1,0,0,-3,0,-7,7,2,T
15,4,4,-9,-13,4,-1,-11,T
-15,-4,-6,0,9,10,13,9,T
5,-7,-3,-13,-25,-22,-10,-13,T
0,8,3,1,0,-7,-14,-1,T
-5,-11,-11,1,2,-6,-3,-1,T
-3,2,0,-5,-7,-4,-5,-20,T
-9,-11,0,4,6,9,0,4,T
4,29,-5,5,4,-3,-5,-5,T
-5,-16,-4,-2,-3,-5,-2,0,T
18,-4,2,-3,-4,1,6,23,T
-9,-5,-8,3,10,7,1,-2,T
19,5,-1,0,-10,-5,13,23,T
-19,-2,-8,-10,-16,-28,-11,-25,T
2,2,1,3,4,15,7,14,T
5,4,0,3,0,-17,3,-7,T
-6,-8,12,-5,-1,26,-3,-11,T
5,3,-2,2,-1,-15,-14,10,T
-2,-1,3,-3,-2,8,8,-9,T
-6,-3,0,-5,-8,-25,-1,4,T
2,-6,-3,3,6,4,-4,-11,T
-12,0,0,4,7,18,18,10,T
-2,-6,-14,-8,-2,-8,-17,-1,U
3,2,1,-2,0,8,9,4,U
12,-4,11,4,1,8,2,3,U
-5,-6,-21,-8,-1,-4,4,-5,U
1,4,32,15,9,1,-10,-1,U
-3,-3,-9,-2,-3,1,14,0,U
-5,-9,-24,-9,-5,-19,-13,-1,U
0,2,5,-4,-7,11,7,-5,U
5,6,3,6,8,19,16,4,U
3,-1,-17,0,6,2,-5,6,U
-1,2,1,-4,-7,-14,2,2,U
-5,-4,-1,1,4,7,-8,3,U
-4,2,-8,-4,-6,-15,1,-11,U
-2,-1,8,1,1,13,-11,-9,U
-5,-2,0,4,4,-11,2,8,U
-3,1,2,2,-1,-13,-53,-13,U
3,-5,-15,-3,-4,1,12,7,U
-2,-2,-1,-4,-4,-14,-25,-13,U
-3,7,8,11,4,6,-6,-10,U
-5,-23,-10,-11,-3,-8,-1,1,U
4,10,1,0,0,-15,-24,0,U
-4,2,18,2,2,21,50,9,U
0,-2,-2,0,3,2,19,3,U
0,-4,0,-3,-5,-24,-59,-8,U
-2,-2,6,1,2,1,18,6,U
4,-6,-8,-2,2,-1,6,2,U
-9,3,-5,-3,-7,-13,-3,-1,U
-3,-6,1,-8,-7,-5,-14,-6,U
6,-1,10,9,4,-31,-15,4,U
-7,-1,-7,-5,-1,44,5,-4,U
2,-3,-7,4,9,7,4,3,U
3,6,-3,0,2,7,25,7,U
-2,-3,-11,-1,-6,-4,-7,-3,U
-4,-11,2,-10,-5,-4,11,4,U
3,2,3,2,-3,-4,-6,-2,U
-16,-12,-10,0,2,9,18,-1,U
1,1,-2,2,1,5,11,-4,U
0,5,1,0,-8,-27,-16,-5,U
0,-4,1,-5,-2,14,-4,-1,U
-3,-15,0,5,4,0,14,-5,U
1,26,9,10,6,11,-25,-1,U
-8,0,5,-2,-8,-26,-14,-4,U
-2,-5,5,-4,2,16,18,0,U
7,5,-8,3,3,4,21,1,U
0,-9,-9,-14,-8,4,-10,4,U
4,6,14,9,8,-16,-17,0,U
-1,2,-18,-6,-9,4,8,-6,U
4,2,-1,2,-1,-7,5,6,U
-5,-13,-13,-9,2,25,-1,-2,U
1,6,-9,-2,-7,-16,6,-7,U
-2,-8,-4,-4,-4,-10,10,2,U
-1,7,4,5,2,5,-21,-7,U
-4,-1,12,-2,2,-4,1,1,U
0,-8,-5,3,4,0,5,2,U
-14,-7,2,4,0,-13,-16,-8,U
1,-4,-12,-7,2,30,18,2,U
-3,0,10,2,-3,-23,-17,-3,U
1,1,-2,1,4,13,-6,1,U
-4,-1,6,-6,-6,-7,-21,-2,U
-2,3,-4,1,0,-4,10,3,U
-2,-4,-5,-9,-11,-20,-27,-6,U
-6,-3,-7,3,5,4,16,-4,U
3,-17,-14,-6,3,28,-9,-1,U
2,27,7,2,-2,-7,7,-2,U
5,0,3,1,0,12,9,10,U
10,1,-11,5,6,1,18,-2,U
-1,4,15,0,-7,-28,-5,-1,U
10,-7,18,-5,0,4,-24,-11,U
-6,-4,-15,-7,-5,-7,5,-2,U
-1,7,10,-1,-4,8,15,-2,U
4,-5,-12,0,0,-14,-14,0,U
-6,-14,13,-2,-5,-4,-3,2,U
1,2,3,13,5,-5,5,-2,U
-1,-2,5,-6,-1,12,-16,0,U
1,7,-1,2,1,-7,18,0,U
-9,-3,-10,-1,-3,2,5,2,U
18,5,12,-2,3,19,11,2,U
-4,-4,1,3,-2,3,3,2,U
-2,5,9,4,3,-3,-2,-2,U
5,6,-4,-5,-5,-16,-14,-1,U
-2,-28,-6,-4,-6,-3,11,3,U
-9,31,6,-5,-5,-17,-39,-18,U
4,-3,-8,0,4,7,-8,3,U
-3,3,-1,2,-1,-3,14,5,U
-7,-5,-2,5,3,7,-3,-4,U
3,-10,-11,-6,-8,-23,-8,7,U
-3,0,8,0,0,4,-6,-4,U
-1,-1,4,-4,3,4,-6,2,U
-6,-1,-2,1,0,0,-11,-9,U
15,-3,-8,-1,0,-3,-3,0,U
4,11,31,12,0,-9,-2,8,U
-3,-15,-39,-11,-2,5,23,-1,U
-18,-5,-7,-3,-1,-1,6,-8,U
0,-6,-1,-6,-9,-8,46,3,U
-1,6,-3,3,7,30,-19,-7,U
3,5,4,0,-2,-4,-14,2,U
-7,0,20,0,0,-2,-6,0,U
-6,-4,-3,5,8,5,1,-7,U
1,-7,-7,-15,-15,-18,3,-2,U
-3,-4,3,1,-3,-10,-2,-3,U
-1,-2,-3,1,3,7,-9,0,V
-1,2,-4,-12,-11,-9,-20,0,V
6,1,3,3,3,-4,-10,-10,V
-6,8,-3,1,0,0,0,-1,V
-13,-21,0,2,0,-10,-15,-5,V
16,16,6,6,4,11,22,3,V
36,-5,33,6,0,2,1,7,V
1,2,-14,-8,0,6,-23,-1,V
3,36,-2,-4,-2,-2,14,6,V
-6,-35,3,4,3,-6,-38,-1,V
-11,-2,-18,-5,0,2,21,-3,V
22,8,6,-3,-7,-10,-20,-8,V
1,-28,-10,-8,-8,-19,0,1,V
11,7,-7,9,13,19,12,7,V
-8,6,-13,-12,-13,-22,1,-4,V
-11,-9,19,3,2,3,-5,-3,V
-1,5,-6,-2,-4,-6,12,-5,V
-18,-5,1,-9,-7,5,11,-3,V
-5,10,-1,1,-3,-18,-36,-6,V
-2,-6,-1,1,4,15,38,11,V
-1,-5,4,-1,2,18,10,1,V
-8,8,-1,-1,-2,-17,-13,-2,V
-6,-15,1,4,2,4,-9,-2,V
-3,-45,-5,-1,2,1,-1,4,V
-23,-5,11,-4,-6,-14,-28,-7,V
9,-5,5,0,2,1,-9,0,V
12,0,-1,-1,-1,-3,-2,-2,V
-5,-8,-2,-3,-4,-4,9,0,V
-6,-6,-8,4,3,6,31,3,V
0,5,-8,-4,-8,-11,-4,-2,V
-4,-9,7,-4,-5,-13,-21,-1,V
-12,27,-2,0,-1,9,20,-3,V
8,-1,-5,-1,1,16,-26,-6,V
-7,-7,2,-2,-2,2,30,1,V
4,4,-2,3,5,9,13,4,V
-5,-11,-4,-2,-3,-13,-14,1,V
5,-2,0,-4,-1,5,12,13,V
2,8,-1,10,9,5,-13,-8,V
-9,-18,-4,-11,-7,-27,-17,-4,V
4,29,28,0,-10,13,12,-2,V
5,0,-5,-1,-1,4,3,-1,V
-12,-5,-2,0,3,-1,-3,-1,V
16,0,-4,3,0,3,18,-1,V
15,-4,3,0,0,-10,-33,-1,V
-8,-26,-4,0,-2,-17,-12,-4,V
-5,18,6,-2,0,19,4,6,V
-21,-23,-17,-6,1,-18,-43,-17,V
20,-7,-10,-1,7,33,48,10,V
-9,3,0,-11,-14,-22,-3,-4,V
4,-9,-1,1,0,-8,-4,-1,V
17,18,0,8,7,14,7,9,V
-58,-7,-4,-9,-9,-35,-34,-9,V
17,13,-1,3,5,32,5,2,V
1,-9,-1,-5,-3,0,24,8,V
1,12,-5,6,-1,3,5,-5,V
-13,-80,11,3,4,-6,-19,-10,V
11,34,-1,-6,-2,-7,1,0,V
2,1,-5,0,-1,4,8,-1,V
-10,5,0,-1,-3,10,-26,-8,V
5,-23,-10,0,2,-2,38,5,V
-1,20,6,3,-1,-15,-25,-2,V
0,6,0,0,3,23,12,-10,V
11,-4,-4,1,5,-5,-26,12,V
-9,24,-1,4,-1,1,39,-14,V
2,-16,-2,0,5,13,12,1,V
